pageno	times	org1	pdept	bgtyy	org	item	srcid	obj	seq	acod	sdate	edate	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	note	icd	udept	acd	kort	sysdat	usno
4-2-48	0	04102		101	04102	1	040202		001	全國軍工教員工待遇支給要點。	1010101	1011231	年	1		0		0		0	1	20400	20400	20400	20400	1.配借住公有宿舍員工扣繳房租津貼收入¶  ，計算方式如下：¶  (1）600元x2人x12月=14,400元¶ （2）500元x1人x12月=6,000元¶  合計14,400元+6,000元=20,400元。					1000721	
4-2-58	0	04102		101	04102	1	100202		002	強制執行法及其他有關規定。　	1010101	1011231	年	1		0		0		0	1	2000000	2000000	2000000	2000000	2.欠稅移送行政執行處後本處所代墊傳繳¶  通知、扣押及收取(解除)命令等郵資回¶  收及民事執行事件欠稅參與分配回收執¶  行費用。參照97年度2,035,182元、¶  98年度2,181,686元及99年度¶  2,309,375元之實收平均數2,175,414元¶ ，以整數2,000,000元估列。					1000316	
4-2-48	0	04102		101	04102	1	040202		002	臺北市政府所屬各機關學校職務宿舍設置管理要點。	1010101	1011231	年	1		0		0		0	1	19400	19400	19400	19400	2.借住職務及單身宿舍員工扣繳使用費收¶  入，計算方式如下:¶  50元x73.35平方公尺x0.5x0.44x12月¶  x2人≒19,400元。					1000310	
4-2-54	0	04102		101	04102	1	060103		001	臺北市市有財產管理自治條例及臺北市市有土地出租租金基準。	1010101	1011231	年	1		0		0		0	1	138100	138100	138100	138100	1.謝金煌使用稅捐處管有之臺北市指南路¶  1段14巷3號房屋及木柵段109、110地號¶  ，面積110.56平方公尺，租期3年；租¶  金按「臺北市市有土地出租租金基準」¶  等相關規定計算，核計每月租金¶  11,540元 (如遇申報地價租金率調整時¶  應隨同調整)全年合計約138,100元。					1000322	
4-2-54	0	04102		101	04102	1	060103		002	臺北市政府所屬機關學校員工消費合作社場地租金計收標準。	1010101	1011231	年	1		0		0		0	1	16900	16900	16900	16900	2.有限責任臺北市稅捐稽徵處員工消費合¶  作社附設理髮部使用稅捐處管有之市有¶  房舍，每月租金1,411元，全年合計約¶  16,900元。					1000322	
4-2-52	0	04102		101	04102	1	060102		001	臺北市市有財產管理自治條例及臺北市市有土地出租租金計收基準。	1010101	1011231	年	1		0		0		0	1	86400	86400	86400	86400	1.蒲浩志使用稅捐處管有之臺北市中正區¶  成功段1小段239地號之市有公用土地，¶  使用面積281平方公尺，租期3年；其中¶  243.38平方公尺經臺北市政府文化局簽¶  奉市長同意免費提供作為蒲添生故居資¶  料庫使用，並自99年1月1日起免收租金¶  ，另37.62平方公尺作自用住宅使用，¶  租金按「臺北市市有土地出租租金計收¶  基準」等相關規定計算(如遇申報地價¶  租金率調整時，應隨同調整 )，每月租¶  金為7,204元，租金繳付以1個月為1期¶  ，全年合計約86,400元。					1000721	
4-2-56	0	04102		101	04102	1	060201		001	預算法、會計法、審計法及其他有關規定。	1010101	1011231	年	1		0		0		0	1	42000	42000	42000	42000	回收電腦螢幕、主機、印表機、碳粉匣、墨水匣變賣收入等¶計算如下：¶電腦螢幕:500元x16=8,000元¶主機:800元x15=12,000元¶印表機:1,000元x10=10,000元¶碳粉匣：50元x120=6,000元¶墨水匣：30元x200=6,000元¶合計42,000元。					1000310	
4-2-54	0	04102		101	04102	1	060103		003	臺北市市有財產管理自治條例及臺北市市有土地出租租金計收基準。	1010101	1011231	年	1		0		0		0	1	10428000	10428000	10428000	10428000	3.財政部臺北市國稅局使用稅捐處管有之¶  市有辦公廳舍共16筆，租金按「臺北市¶  市有土地出租租金計收基準」等相關規¶  定計算，全年合計約10,428,000元。					1000322	
4-2-48	0	04102		101	04102	1	040202		003	臺北市政府所屬機關學校員工消費合作社場地租金計收標準。	1010101	1011231	年	1		0		0		0	1	5200	5200	5200	5200	3.有限責任臺北市稅捐稽徵處員工消費合¶  作社附設理髮部使用稅捐處管有之市有¶  房舍，每月應收取水電費454元，全年¶  合計約5,200元。					1000310	
4-2-52	0	04102		101	04102	1	060102		002	臺北市市有財產管理自治條例及臺北市市有土地出租租金計收基準。	1010101	1011231	年	1		0		0		0	1	14600	14600	14600	14600	2.沈上琴使用稅捐處管有之臺北市北投區¶  新民段2小段531-5地號市有土地，使用¶  面積15.67平方公尺，租期3年，租金按¶ 「臺北市市有土地出租租金計收基準」¶  等相關規定計算，每月租金為1,245元¶  ，租金繳付以6個月為1期，每期7,470¶  元，全年合計約14,600元。					1000322	
4-2-58	0	04102		101	04102	1	100202		003	政府採購法第29條第1項。	1010101	1011231	年	1		0		0		0	1	2000	2000	2000	2000	3.採購案招標圖說工本費，招標文件張數¶  50張以上至100張者，酌收工本費50元¶  ，100張以上至150張者，酌收工本費¶  100元，以取整數50元之倍數收取，每¶  案預估3家廠商領標：¶  50元(每份)x5案x3份=750元¶  100元(每份)x5案x3份=1,500元¶  合計約2,000元。					1000721	
4-2-48	0	04102		101	04102	1	040202		004	臺北市市有財產管理自治條例、臺北市市有公用房地使用費收費基準。	1010101	1011231	年	1		0		0		0	1	450000	450000	450000	450000	4.遠傳電信股份有限公司使用稅捐處管有¶  之臺北市士林區仰德大道二段2巷5號建¶  物9.6平方公尺及座落基地1平方公尺設¶  置行動電話基地臺，每月使用費¶  37,500元，全年合計約450,000元。					1000721	
4-1-40	0	04101		101	04101	1	030301		001	依據臺北市市有財產管理自治條例及臺北市市有土地出租租金計收基準有關規定辦理。	1010101	1011231	年	1		0		0		0	1	500000	500000	500000	500000	承租市有房地違反租約約定之違約金收入：¶1.房屋現值×年租率(0.1)÷12=每月房¶  租。¶2.公告地價×承租面積×年租率(0.05)÷¶  12=每月地租。¶3.違約金計算式¶　(1)租金逾期繳納之違約金¶     當月租金×2%(4%、10%、15%，¶     最高以1倍為限)¶　(2)逾期辦理過戶承租之違約金¶     當月租金×1倍(或2倍、或3倍，¶     最高6倍)					1000318	
4-1-42	0	04101		101	04101	1	040201		001	依據汽車燃料使用費徵收及分配辦法。	1010101	1011231	年	1		0		0		0	1	6732803000	6590591000	6732803000	6732803000	汽車燃料使用費收入，依本市監理處函轉交通部100年8月19日交會字第1000007962號函估列本市分配數：道路交通安全經費569,741,000元，省市公路工程養護經費6,163,062,000元，合計6,732,803,000元。					1001222	
4-1-44	0	04101		101	04101	1	040202		001	依據臺北市政府94.12.20府授秘一字第09480146500號函辦理。	1010101	1011231	月	12		0		0		0	12	1122	13464	13464	13464	員工住宿公有房舍使用費收入。¶每月使用費=使用面積(46.75平方公尺)×固定單價(50元÷平方公尺)×年代折扣(0.48)					1000318	
4-1-46	0	04101		101	04101	1	060101		001	依89年10月20日北市財一字第8922855500號函及92年1月23日北市財一字第09230234000號函辦理。	1010101	1011231	年	1		0		0		0	1	6300000	6300000	6300000	6300000	市庫存款超過不計息基本存量（60億元）以上部分，按台北富邦銀行活期存牌告利率加2碼計息（0.63%）。					1000318	
4-1-46	0	04101		101	04101	1	060101		002	依據臺北市市有房地被無權占用使用補償金計收原則有關規定辦理。	1010101	1011231	年	1		0		0		0	1	500000	500000	500000	500000	占用市有房地逾期繳納使用補償金之遲延利息收入¶1.每月房屋使用補償金=房屋現值×年租¶  率(0.1)÷12¶2.每月土地使用補償金=公告地價×面積¶  ×年租率(0.05)÷12¶3.遲延利息=(每月房屋使用補償金+每¶  月土地使用補償金)×5%÷365×逾期繳¶  納天數					1000323	
4-1-63	0	04101		101	04101	1	100202		004	依軍公教人員兼職費及講座鐘點費支給規定。	1010101	1011231	人	1	月	12		0		0	1x12	22000	264000	264000	264000	局長擔任富邦金融控股公司董事超額兼職費繳庫收入。					1000318	
4-1-63	0	04101		101	04101	1	100202		005	依軍公教人員兼職費及講座鐘點費支給規定。	1010101	1011231	人	1	月	12		0		0	1x12	10000	120000	120000	120000	局長擔任台北富邦銀行董事超額兼職費繳庫收入。					1000318	
4-1-44	0	04101		101	04101	1	040202		002	依據臺北市政府78.8.5(78)府財一主二字第352581號函辦理。	1010101	1011231	人	4	月	12		0		0	4x12	550	26400	26400	26400	收回員工住宿公有房舍房租津貼收入。					0010/11	
4-1-50	0	04101		101	04101	1	060103		004	臺北市市有財產管理自治條例第65、66條規定辦理。	1010101	1011231	年	1		0		0		0	1	100706923	100706923	100706923	100706923	捷運聯合開發分配之房屋租金：¶1.捷運古亭站交15聯合開發分配之房屋租¶  金收入。¶  月租金×月份×財政局持分比例¶  600,666×12×26.19%=1,887,774元。¶2.捷運忠孝復興站聯合開發分配之房屋租¶  金收入。¶  8,140,908×12=97,690,896元。¶3.捷運後山埤站交25聯合開發分配之房屋¶  租金收入。¶  月租金×月份×財政局持分比例¶  284,201×12×10.49%=357,753元。¶4.捷運後山埤站交24聯合開發分配之房屋¶  租金收入。¶  月租金×月份×財政局持分比例¶  727,340×12×5.59%=487,900元。¶5.捷運萬隆站交6/7聯合開發分配之房屋¶  租金收入。¶  月租金×月份×財政局持分比例¶  388,806×12×6.057%=282,600元。					1000317	
2-6-22	0	02106		101	02106	1	100202		002	依據臺北市政府公務人員訓練處辦理休假進修要點辦理	1010101	1011231	人	85	期	4		0		0	85x4	2250	765000	765000	765000	夜間英日語言班收入。					1000324	
2-6-22	0	02106		101	02106	1	100202		003	依據臺北市政府公務人員訓練處辦理休假進修要點辦理	1010101	1011231	人	5	期	4		0		0	5x4	4500	90000	90000	90000	首長英語班收入。					1000324	
2-6-22	0	02106		101	02106	1	100202		004	依據臺北市政府公務人員訓練處辦理休假進修要點辦理	1010101	1011231	人	15	期	6		0		0	15x6	1080	97200	97200	97200	假日英語工作坊收入。					1000325	
2-6-16	0	02106		101	02106	1	040202		005	依據臺北市市有公用房地提供使用辦法辦理	1010101	1011231	月	12		0		0		0	12	3000	36000	36000	36000	提供架設行動寬頻網路基地臺場地設施使用收入。					0010/24	
2-8-18	0	02108		101	02108	1	040202		001	依據行政院頒定「全國軍公教員工待遇支給要點」第4點規定辦理。	1010101	1011231	人	2	月	12		0		0	2x12	700	16800	16800	16800	員工配住公有房舍之扣繳房租津貼收入。					1000810	
6-3-26	0	06103		101	06103	1	060103		003	臺北市市有財產管理自治條例、農產品市場交易法。	1010101	1011231	年	1		0		0		0	1	3000000	3000000	3000000	3000000	畜產公司場地使用費收入(預計管理費收入之10%)。					1000324	
6-3-26	0	06103		101	06103	1	060103		004	臺北市市有財產管理自治條例、農產品市場交易法。	1010101	1011231	年	1		0		0		0	1	11000000	11000000	11000000	11000000	花卉產銷公司場地使用費收入(預計管理費收入之10%)。					0010/24	
6-3-26	0	06103		101	06103	1	060103		005	臺北市市有財產管理自治條例、農產品市場交易法。	1010101	1011231	年	1		0		0		0	1	1000000	1000000	1000000	1000000	植物社場地使用費收入(預計管理費收入之10%)。					0010/24	
6-3-24	0	06103		101	06103	1	060102		002	臺北市市有財產管理自治條例及臺北市市有土地出租租金計收基準。	1010101	1011231	月	12		0		0		0	12	2075	24900	24900	24900	光復市場以前年度無權占用補償金分期攤還地租收入(龍興宮)。					0010/24	
6-3-30	0	06103		101	06103	1	070301		002	臺北市市有財產管理自治條例、公司法、臺北漁產公司章程。	1010101	1011231	年	1		0		0		0	1	2160000	2160000	2160000	2160000	投資臺北漁產公司股息收入(投資額9%)。					0010/24	
6-3-32	0	06103		101	06103	1	100202		001	採購投標須知、臺北市市有財產管理自治條例。	1010101	1011231	件	3	份	4	次	1		0	3x4x1	100	1200	1200	1200	財物採購標單工本費收入。					1000708	
6-3-32	0	06103		101	06103	1	100202		002	採購投標須知、臺北市市有財產管理自治條例。	1010101	1011231	件	13	份	2	次	1		0	13x2x1	100	2600	2600	2600	勞務採購標單工本費收入。					1000708	
6-3-24	0	06103		101	06103	1	060102		003	臺北市市有財產管理自治條例及臺北市市有土地出租租金計收基準。	1010101	1011231	年	1		0		0		0	1	1055112	1055112	1055112	1055112	南松市場以前年度無權占用補償金分期攤還地租收入。					0010/24	
6-3-24	0	06103		101	06103	1	060102		004	臺北市市有土地出租租金計收基準及臺北市第一果菜批發市場委託經營管理契約補充條款。	1010101	1011231	年	1		0		0		0	1	3023220	3023220	3023220	3023220	農產公司停車收入。					1000324	
6-3-26	0	06103		101	06103	1	060103		006	臺北市市有財產管理自治條例、第二果菜批發市場4樓果菜包裝配送中心使用行政契約書。	1010101	1011231	年	1		0		0		0	1	7066656	7066656	7066656	7066656	農產公司第二果菜批發市場4樓果菜包裝配送中心場地使用費收入。					1000324	
6-3-22	0	06103		101	06103	1	040202		001	全國軍公教員工待遇支給要點及本府78.8.5府財一、主二字第352581號函辦理。	1010101	1011231	人	3	月	12		0		0	3x12	990	35640	35640	35640	配住公有宿舍員工扣繳房租津貼及宿舍使用費收入。					1000818	
6-3-22	0	06103		101	06103	1	040202		002	全國軍公教員工待遇支給要點及本府78.8.5府財一、主二字第352581號函辦理。	1010101	1011231	人	1	月	12		0		0	1x12	890	10680	10680	10680	配住公有宿舍員工扣繳房租津貼及宿舍使用費收入。					1000818	
6-3-32	0	06103		101	06103	1	100202		003	公司法、臺北農產公司章程。	1010101	1011231	年	1		0		0		0	1	206200	206200	206200	206200	臺北農產公司董監事酬勞收入(新增)。					1000809	BGT
6-4-30	0	06104		101	06104	1	040103		001	商業登記法第35條       商業登記規費收費準則第4條	1010101	1011231	件	5500		0		0		0	5500	1000	5500000	5500000	5500000	獨資合夥商業設立登記。					1000325	
6-4-30	0	06104		101	06104	1	040103		002	商業登記法第35條      商業登記規費收費準則第4條	1010101	1011231	件	4500		0		0		0	4500	1000	4500000	4500000	4500000	獨資合夥商業變更登記。					1000325	
6-4-26	0	06104		101	06104	1	030101		001	商業登記法、公司法及商業會計法	1010101	1011231	件	30		0		0		0	30	10000	300000	300000	300000	違反商業法令事件，依法裁處罰鍰收入。					0010/01	
6-4-32	0	06104		101	06104	1	040203		001	財政收支劃分法第24條前段及預算法第24條　商業登記法第35條    商業登記規費收費準則第8條	1010101	1011231	件	5		0		0		0	5	300	1500	1500	1500	查閱商業登記簿及其附屬文件。					1000325	
6-4-32	0	06104		101	06104	1	040203		002	財政收支劃分法第24條前段及預算法第24條　商業登記法第35條     商業登記規費收費準則第9條	1010101	1011231	筆	5		0		0		0	5	300	1500	1500	1500	抄錄商業登記簿及其附屬文件，每百字（1筆）計新臺幣300元。					1000325	
6-4-32	0	06104		101	06104	1	040203		003	財政收支劃分法第24條前段及預算法第24條　商業登記法第35條    商業登記規費收費準則第7條	1010101	1011231	件	195		0		0		0	195	300	58500	58500	58500	商業登記事項之證明工本費。					1000325	
6-4-26	0	06104		101	06104	1	030101		002	電子遊戲場業管理條例第28條	1010101	1011231	件	2		0		0		0	2	100000	200000	200000	200000	違反商業法令事件，依法裁處罰鍰收入。					0010/01	
6-4-26	0	06104		101	06104	1	030101		003	臺北市舞廳舞場酒家酒吧及特種咖啡茶室管理自治條例第12條至第14條	1010101	1011231	件	60		0		0		0	60	30000	1800000	1800000	1800000	違反商業法令事件，依法裁處罰鍰收入。					1000301	
15-7-20	0	15107		101	15107	1	060103		002	依照臺北市市有財產管理自治條例辦理。	1010101	1011231	月	12		0		0		0	12	3000	36000	36000	36000	城市舞臺藝文賣店租金收入。					0010/22	
15-7-24	0	15107		101	15107	1	100202		002	依相關法令規章辦理。	1010101	1011231	年	1		0		0		0	1	10000	10000	10000	10000	出售標單收入。					0010/22	
10-1-34	0	10101		101	10101	1	060103		001	臺北市市有財產管理自治條例相關規定及契約書辦理	1010101	1011231	年	1		0		0		0	1	313332	313332	313332	313332	租金計算式：房屋評定現值x10%¶1.ENJOY臺北餐廳¶  9,362元x12月=112,344元。¶2.建南庇護加油站（勝利加油站）¶  1,784元x12月=21,408元。¶3.建孝庇護加油站（伊甸加油站）¶  2,456元x12月=29,472元。¶4.航建國宅（Easy Coffee2）¶  3,420元x12月=41,040元。¶5.航建國宅（捷鋒手機維修中心）¶  3,530元x12月=42,360元。¶6.建和（汽車美容中心）¶  3,186元x12月=38,232元。¶7.建忠（洗車中心）¶  2,373元x12月=28,476元。					1000408	
10-1-22	0	10101		101	10101	1	030101		001	勞動基準法第79、80條罰則規定	1010101	1011231	年	1		0		0		0	1	1680000	1680000	1680000	1680000	預計違反勞動基準法第79、80條罰則規定70%罰鍰收入：¶(1)6,000元x350件x70%=1,470,000元。¶(2)30,000元x10件x70%=210,000元。					1000316	
10-1-38	0	10101		101	10101	1	100202		001	臺北市市有財產管理自治條例相關規定及契約書辦理	1010101	1011231	年	1		0		0		0	1	9200000	9200000	9200000	9200000	計算方式：以99年營業額預估及榮星游泳池每月回饋金。¶1.建南庇護加油站（勝利加油站）：¶  4,900,000元*1年=4,900,000元。¶2.建孝庇護加油站（伊甸加油站）：¶  3,700,000元*1年=3,700,000元。¶3.榮星公園游泳池:50,000元*12月=¶  600,000元。					1000408	
10-1-24	0	10101		101	10101	1	040101		001	就業服務法第81條、就業服務法申請案件審查費及證照費收費標準、私立就業服務機構電腦處理個人資料管理辦法	1010101	1011231	件	10		0		0		0	10	500	5000	5000	5000	私立就業服務機構籌設許可及登記之審查費收入。					1000411	
10-1-24	0	10101		101	10101	1	040101		002	就業服務法第81條、就業服務法申請案件審查費及證照費收費標準、私立就業服務機構電腦處理個人資料管理辦法	1010101	1011231	件	20		0		0		0	20	200	4000	4000	4000	私立就業服務機構變更許可及登記之審查費收入。					1000411	
6-4-26	0	06104		101	06104	1	030101		004	臺北市資訊休閒業管理自治條例第17條至第32條	1010101	1011231	件	240		0		0		0	240	30000	7200000	7200000	7200000	違反商業法令事件，依法裁處罰鍰收入。					1000301	
6-4-28	0	06104		101	06104	1	040101		001	財政收支劃分法第24條前段及預算法第24條  商業登記法第35條    商業登記規費收費準則第3條	1010101	1011231	件	6000		0		0		0	6000	300	1800000	1800000	1800000	商業名稱及所營業務預查審查費。					1000803	
6-4-34	0	06104		101	06104	1	100202		001	預算法、會計法及行政執行法相關規定辦理	1010101	1011231	年	1		0		0		0	1	62000	62000	62000	62000	預計收繳因強制執行所支出之必要費用等其他雜項收入。					1000321	BGT
6-4-32	0	06104		101	06104	1	040203		004	財政收支劃分法第24條前段及預算法第24條　商業登記法第35條    商業登記規費收費準則第8條	1010101	1011231	筆	1100		0		0		0	1100	10	11000	11000	11000	影印商業登記簿及其附屬文件。					1000325	BGT
6-4-28	0	06104		101	06104	1	040101		002	財政收支劃分法第24條前段及預算法第24條  商業登記法第35條    商業登記規費收費準則第8條	1010101	1011231	件	1100		0		0		0	1100	100	110000	110000	110000	申請提供商業登記簿及其附屬文件之審查費。					1000803	BGT
6-5-36	0	06105		101	06105	1	030101		001	水土保持法	1010101	1011231	年	1		0		0		0	1	5546000	5546000	5546000	5546000	違反水土保持法罰鍰收入。					0010/24	
6-5-36	0	06105		101	06105	1	030101		002	森林法	1010101	1011231	年	1		0		0		0	1	60000	60000	60000	60000	違反森林法罰鍰收入。					0010/24	
6-5-38	0	06105		101	06105	1	030202		001	水土保持法	1010101	1011231	臺	1		0		0		0	1	20000	20000	20000	20000	處分沒入機具收入。					0010/24	
6-5-42	0	06105		101	06105	1	040101		001	水土保持法	1010101	1011231	年	1		0		0		0	1	4000000	4000000	4000000	4000000	水土保持計畫審查費收入。					1001202	
6-5-48	0	06105		101	06105	1	060102		001	臺北市政府加強清理及處理被占用市產計畫、臺北市市有房地被無權占用使用補償金計收原則	1010101	1011231	年	1		0		0		0	1	430000	430000	430000	430000	無權占用市產使用補償金。					0010/24	
6-5-46	0	06105		101	06105	1	040202		001	全國軍公教員工待遇支給要點及臺北市政府所屬各機關學校職務宿舍設置管理要點	1010101	1011231	年	1		0		0		0	1	23400	23400	23400	23400	配住公有宿舍員工扣繳房租津貼及宿舍使用費。					0010/24	
6-5-54	0	06105		101	06105	1	100202		001	預算法、會計法相關規定	1010101	1011231	年	1		0		0		0	1	110000	110000	110000	110000	招標文件工本費及各項圖說收入。					1000406	
6-5-52	0	06105		101	06105	1	100201		001	預算法、會計法相關規定	1010101	1011231	年	1		0		0		0	1	250000	250000	250000	250000	預計收回以前年度歲出繳庫。					0010/24	
6-5-50	0	06105		101	06105	1	060201		001	預算法、會計法相關規定	1010101	1011231	年	1		0		0		0	1	5000	5000	5000	5000	報廢財產之變賣收入。					0010/24	
6-5-48	0	06105		101	06105	1	060102		002	臺北市市有財產管理自治條例及臺北市寺廟使用市有土地處理要點	1010101	1011231	年	1		0		0		0	1	24079400	24079400	24079400	24079400	風景區市有非公用土地，以年租率5%核算地租。另自用住宅、寺廟或政府機關、非營利法人、慈善機構等為其事業目的租用市有土地，其租金6折計收。					0010/24	
6-5-40	0	06105		101	06105	1	030301		001	依政府採購法簽訂合約	1010101	1011231	年	1		0		0		0	1	100000	100000	100000	100000	依合約執行違約科處罰款。					0010/24	
6-5-54	0	06105		101	06105	1	100202		002	預算法、會計法、審計法及其他有關規定	1010101	1011231	年	1		0		0		0	1	35000	35000	35000	35000	其他零星收入。					0010/24	
6-5-44	0	06105		101	06105	1	040105		001	臺北市道路挖掘行政規費及保證金收費標準	1010101	1011231	件	25		0		0		0	25	400	10000	10000	10000	產業道路挖掘許可規費。					1000406	
9-9-8	0	09115		101	09115	1	040207		001	依據臺北市市立托兒所收托自治條例第11條規定辦理	1010101	1011231	人	130	月	9		0		0	130x9	4120	4820400	4820400	4820400	一般市民托兒月費。					0010/09	
9-9-8	0	09115		101	09115	1	040207		002	依據臺北市市立托兒所收托自治條例第11條規定辦理	1010101	1011231	人	68	月	3		0		0	68x3	4120	840480	840480	840480	一般市民托兒月費(寒、暑期自由收托)。					0010/09	
9-9-8	0	09115		101	09115	1	040207		003	依據臺北市市立托兒所收托自治條例第11條規定辦理	1010101	1011231	人	10	月	12	次	20		0	10x12x20	50	120000	120000	120000	延長托兒教保費。					0010/09	
9-9-8	0	09115		101	09115	1	040207		004	依據臺北市市立托兒所收托自治條例第11條規定辦理	1010101	1011231	人	2	次	5	時	1		0	2x5x1	100	1000	1000	1000	臨時托兒教保費。					0010/09	
9-10-10	0	09116		101	09116	1	040207		001	依據臺北市市立托兒所收托自治條例第11條規定辦理	1010101	1011231	人	160	月	9		0		0	160x9	4120	5932800	5932800	5932800	一般市民托兒月費。					0010/14	
9-10-10	0	09116		101	09116	1	040207		002	依據臺北市市立托兒所收托自治條例第11條規定辦理	1010101	1011231	人	62	月	3		0		0	62x3	4120	766320	766320	766320	一般市民托兒月費(寒、暑期自由收托)。					1000314	
9-10-10	0	09116		101	09116	1	040207		003	依據臺北市市立托兒所收托自治條例第11條規定辦理	1010101	1011231	人	10	月	12	次	10		0	10x12x10	50	60000	60000	60000	延長托兒教保費。					1000314	
9-10-10	0	09116		101	09116	1	040207		004	依據臺北市市立托兒所收托自治條例第11條規定辦理	1010101	1011231	人	1	次	20	時	1		0	1x20x1	100	2000	2000	2000	臨時托兒教保費。					0010/14	
19-3-22	0	19111		101	19111	1	040203		001	土地法第79條之2	1010101	1011231	筆	28000		0		0		0	28000	20	560000	560000	560000	電腦處理地籍資料閱覽費收入。					0010/21	
19-3-22	0	19111		101	19111	1	040203		002	行政程序法第46條、臺北市政府及所屬機關學校提供政府資訊收費標準	1010101	1011231	年	1		0		0		0	1	1000	1000	1000	1000	民眾申請閱卷之閱覽費收入。					0010/21	
19-3-22	0	19111		101	19111	1	040203		003	土地法第79條之2	1010101	1011231	張	640348		0		0		0	640348	20	12806960	12806960	12806960	地籍資料謄本費收入(電腦列印)。					0010/21	
19-3-22	0	19111		101	19111	1	040203		004	土地法第79條之2	1010101	1011231	張	22000		0		0		0	22000	5	110000	110000	110000	地籍登記謄本費收入(人工影印)。					0010/21	
19-3-22	0	19111		101	19111	1	040203		005	土地法第79條之2	1010101	1011231	張	2000		0		0		0	2000	10	20000	20000	20000	登記申請書及其附件影印工本費收入。					0010/21	
19-3-16	0	19111		101	19111	1	040102		001	土地法第67條、79條之2	1010101	1011231	張	97335		0		0		0	97335	80	7786800	7786800	7786800	土地建物登記書狀及工本費收入。					1000322	
19-3-24	0	19111		101	19111	1	040206		001	界標管理辦法第6條、臺北市土地界標申購辦法第4條	1010101	1011231	支	500		0		0		0	500	45	22500	22500	22500	販售塑膠土地界標收入。					1000322	
19-3-24	0	19111		101	19111	1	040206		002	界標管理辦法第6條、臺北市土地界標申購辦法第4條	1010101	1011231	支	1550		0		0		0	1550	10	15500	15500	15500	販售鋼釘土地界標收入。					1000322	
19-3-20	0	19111		101	19111	1	040202		001	臺北市政府地政處80年11月26日北市地一字第34241號函	1010101	1011231	張	300		0		0		0	300	8	2400	2400	2400	傳真機郵電費收入。					1000322	
19-3-20	0	19111		101	19111	1	040202		002	臺北市政府地政處91年1月28日北市地一字第09130018900號函	1010101	1011231	張	400		0		0		0	400	10	4000	4000	4000	代客傳真服務收入。					1000322	
19-3-22	0	19111		101	19111	1	040203		006	使用者付費原則	1010101	1011231	件	5	月	12		0		0	5x12	34	2040	2040	2040	寄發民眾網路申請謄本郵資收入。					0010/21	
19-3-20	0	19111		101	19111	1	040202		003	臺北市市有公用房地提供使用辦法	1010101	1011231	年	1		0		0		0	1	14000	14000	14000	14000	投幣式影印機場地租金收入。					1000322	
19-4-12	0	19112		101	19112	1	030101		001	土地法第73條	1010101	1011231	年	1		0		0		0	1	2000000	2000000	2000000	2000000	土地建物登記逾期罰鍰收入。					1000321	
19-4-14	0	19112		101	19112	1	040101		001	地籍測量實施規則第209條	1010101	1011231	年	1		0		0		0	1	3746000	3746000	3746000	3746000	土地複丈費收入。					0010/21	
19-4-14	0	19112		101	19112	1	040101		002	地籍測量實施規則第268條	1010101	1011231	年	1		0		0		0	1	1350000	1350000	1350000	1350000	建物測量費收入。					0010/21	
15-7-24	0	15107		101	15107	1	100202		005	規費法。	1010101	1011231	年	1		0		0		0	1	1000000	1000000	1000000	1000000	暑期兒童才藝班。					0010/22	
15-7-24	0	15107		101	15107	1	100202		006	規費法。	1010101	1011231	年	1		0		0		0	1	700000	700000	700000	700000	文山分館兒童研習營。					0010/22	
15-2-8	0	15102		101	15102	1	040101		001	依據臺北市政府95年7月24日府法三字第09531851500號令訂定發布「臺北市中山堂場地使用管理辦法」	1010101	1011231	件	97		0		0		0	97	1000	97000	97000	97000	演出節目企劃書審查費收入 。					0010/09	
15-2-10	0	15102		101	15102	1	040202		001	依據臺北市政府95年7月24日府法三字第09531851500號令訂定發布「臺北市中山堂場地使用管理辦法」	1010101	1011231	年	1		0		0		0	1	3220000	3220000	3220000	3220000	中正廳場地使用費收入：彩排420,000元(6,000元*70次)演出2,800,000元(40,000元*70次)。					0010/09	
15-2-10	0	15102		101	15102	1	040202		002	依據臺北市政府95年7月24日府法三字第09531851500號令訂定發布「臺北市中山堂場地使用管理辦法」	1010101	1011231	年	1		0		0		0	1	2840000	2840000	2840000	2840000	光復廳場地使用費收入：彩排840,000元(6,000元*140次)演出2,000,000元(25,000元*80次)。					0010/09	
15-2-10	0	15102		101	15102	1	040202		003	依據臺北市政府95年7月24日府法三字第09531851500號令訂定發布「臺北市中山堂場地使用管理辦法」	1010101	1011231	年	1		0		0		0	1	100000	100000	100000	100000	廣場場地使用費收入：100,000元(5,000元*20次)。					0010/09	
15-2-14	0	15102		101	15102	1	100202		001	依據臺北市政府95年7月24日府法三字第09531851500號令訂定發布「臺北市中山堂場地使用管理辦法」	1010101	1011231	月	12		0		0		0	12	8000	96000	96000	96000	代售票券佣金收入。					0010/09	
15-2-14	0	15102		101	15102	1	100202		002	臺北市市有財產委託經營管理自治條例第八條	1010101	1011231	年	1		0		0		0	1	200000	200000	200000	200000	空間委託經營管理回饋金。					1000309	BGT
15-2-12	0	15102		101	15102	1	060201		001	依事務管理手冊、國有公用財產管理規定及臺北市市有財產報廢處理規定	1010101	1011231	年	1		0		0		0	1	5000	0	5000	5000	變賣報廢財產殘值收入。					1000801	BGT
